Athlete,College Grade,Name of College,Coll Time,Year,College Conf,College All-Conf,College AA,Olympian,College Division,Event,,,,
Madi Bahe,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Moriah Morter,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Katalina Stai,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Miranda Kruiswyk,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Hannah Awtry,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Camryn Larsen,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Nicole Breitbach,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Kat Hoffman,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Vera Lindhorst,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Katie Fetting,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Taylor Brtek,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Latrice Hodges,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Audrey Klein,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Allie Pujol,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Molly Walkner,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Emily Hoesing,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Layney Vincent,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Lauryn Tumey,,,,2019,American Rivers,0,0,0,D3,1500m,,,,
Elizabeth Jones,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Kaylee Jones,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Betsy Duehr,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Gabrielle Noland,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Anna Frazier,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Teylor Jones,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Abigail Allen,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Aspen Rolfes,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Belle Tyynismaa,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Jackie Ganshirt,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Devine Gines,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Jaderial Staebler,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Erica Rittgers,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Kate Patton,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Amy Brant,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Jarika Eisentrager,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Carlyn Cole,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Allie Serres,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Elizabeth Burgus,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Mary Gray,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Ashley Stevens,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Natalie Fober,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Sarah Schoel,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Grace Hoins,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Paige Doehrmann,,,,2018,American Rivers,0,0,0,D3,400m,,,,
Evie Kammeyer,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Cassidy Christopher,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Holly McKinney,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Kaia Bierman,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Hannah Awtry,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Kenzie Carney,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Ashlyn Bagge,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Hanna Hegemann,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Anna Ryden,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Maddie Carlsen,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Carina Collet,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Ellie Beiermann,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Amelia Hornseth,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Natalie Fober,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Camryn Larsen,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Kemunto Ondande,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Nicole Breitbach,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Kassie Rosenbum,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Kat Hoffman,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Emily Buchheit,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Meghan Silbernagel,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Rylee Bahe,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Betsy Duehr,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Courtney Neuendorf,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Emma Abernethy,,,,2018,American Rivers,0,0,0,D3,1500m,,,,
Jamie Farley,,,,2019,ECAC,0,0,0,D3,400m,,,,
Lauren Holt,,,,2019,ECAC,0,0,0,D3,400m,,,,
Maya Hammonds,,,,2019,ECAC,0,0,0,D3,400m,,,,
Debarati Bhanja,,,,2019,ECAC,0,0,0,D3,400m,,,,
Tiffany Tenney,,,,2019,ECAC,1,0,0,D3,400m,,,,
Avery Maillet,,,,2019,ECAC,0,0,0,D3,400m,,,,
Alexandra Damron,,,,2019,ECAC,0,0,0,D3,400m,,,,
Caitlyn Rishell,,,,2019,ECAC,0,0,0,D3,400m,,,,
Ashley Luton,,,,2019,ECAC,0,0,0,D3,400m,,,,
Briana Artis,,,,2019,ECAC,1,0,0,D3,400m,,,,
Geneseret Joseph,,,,2019,ECAC,1,0,0,D3,400m,,,,
Nyaja Brandon,,,,2019,ECAC,0,0,0,D3,400m,,,,
Alicia Meier,,,,2019,ECAC,0,0,0,D3,400m,,,,
Dana Duffield,,,,2019,ECAC,0,0,0,D3,400m,,,,
Hailey Sheppell,,,,2019,ECAC,0,0,0,D3,400m,,,,
Ashley Tyburski,,,,2019,ECAC,0,0,0,D3,400m,,,,
Alexa Vandermeer,,,,2019,ECAC,0,0,0,D3,400m,,,,
Kaitlin Muccio,,,,2019,ECAC,0,0,0,D3,400m,,,,
Rae Taylor,,,,2019,ECAC,0,0,0,D3,400m,,,,
Glory Ebinama,,,,2019,ECAC,0,0,0,D3,400m,,,,
Valerie Reiling,,,,2019,ECAC,0,0,0,D3,400m,,,,
Faith Nichols,,,,2019,ECAC,0,0,0,D3,400m,,,,
Grace Chambers,,,,2019,ECAC,0,0,0,D3,400m,,,,
Almeida De,,,,2019,ECAC,0,0,0,D3,400m,,,,
Hannah Lacey,,,,2019,ECAC,0,0,0,D3,400m,,,,
Therese Olshanski,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Ariel Keklak,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Rose Ciriello,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Ella Baran,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Gina D'Addario,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Erin Brush,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Tasha Freed,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Arielle Summitt,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Sam Levy,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Abby Dalton,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Kenzie Himelein-Wachowiak,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Kayla Murawski,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Kathryn Reilly,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Shaina Palmer,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Julianna Lazzari,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Yanibel Collado,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Valerie Collins,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Elise Matera,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Lauren Jacob,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Sarah Gillooly,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Nora Blodgett,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Leah Livernois,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Meaghan Driscoll,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Ashley Walker,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Keara Ginell,,,,2019,ECAC,0,0,0,D3,1500m,,,,
Alexandria Rheaume,,,,2018,ECAC,0,0,0,D3,400m,,,,
Jasmine Davis,,,,2018,ECAC,0,0,0,D3,400m,,,,
Jamie Farley,,,,2018,ECAC,0,0,0,D3,400m,,,,
Briyanna Woods,,,,2018,ECAC,0,0,0,D3,400m,,,,
Kayla Truesdel,,,,2018,ECAC,0,0,0,D3,400m,,,,
Destiny Logan,,,,2018,ECAC,0,0,0,D3,400m,,,,
Rachel Parr,,,,2018,ECAC,0,0,0,D3,400m,,,,
Rachel Pell,,,,2018,ECAC,0,0,0,D3,400m,,,,
Geneseret Joseph,,,,2018,ECAC,0,0,0,D3,400m,,,,
Caitlyn Rishell,,,,2018,ECAC,0,0,0,D3,400m,,,,
Mikeisha Kelly,,,,2018,ECAC,0,0,0,D3,400m,,,,
Kayla Camacho,,,,2018,ECAC,0,0,0,D3,400m,,,,
Keyanna Miller,,,,2018,ECAC,0,0,0,D3,400m,,,,
Imani Boggan,,,,2018,ECAC,0,0,0,D3,400m,,,,
Cassie Gibbons,,,,2018,ECAC,0,0,0,D3,400m,,,,
Rachel Panek,,,,2018,ECAC,0,0,0,D3,400m,,,,
Sarah Cook,,,,2018,ECAC,0,0,0,D3,400m,,,,
Alexandra Damron,,,,2018,ECAC,0,0,0,D3,400m,,,,
Vera Titze,,,,2018,ECAC,0,0,0,D3,400m,,,,
Marisa Sailus,,,,2018,ECAC,0,0,0,D3,400m,,,,
Kristy Carlin,,,,2018,ECAC,0,0,0,D3,400m,,,,
Megan Kitchin,,,,2018,ECAC,0,0,0,D3,400m,,,,
Robyn Somers,,,,2018,ECAC,0,0,0,D3,400m,,,,
Meredith Butler,,,,2018,ECAC,0,0,0,D3,400m,,,,
Madison Hart,,,,2018,ECAC,0,0,0,D3,400m,,,,
Emily Bryson,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Lilly Price,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Erin Spadaccini,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Taryn Cordani,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Therese Olshanski,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Kelly Gorman,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Clare Schoen,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Caroline Smith,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Jaime Lord,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Caelyn Reilly,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Gina D'Addario,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Savannah Wiman,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Katherine Cook,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Lisa Fajardo,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Veronica Wheeler,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Mary Terhune,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Julia Bryson,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Yanibel Collado,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Kaitlyn Smith,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Erin Clark,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Maddie Sturm,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Felicia Koerner,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Erin Brush,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Ellie Clawson,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Vanessa Paolella,,,,2018,ECAC,0,0,0,D3,1500m,,,,
Hannah Sonsalla,,,,2018,MIAC,0,0,0,D3,400m,,,,
Delia Labatt,,,,2018,MIAC,0,0,0,D3,400m,,,,
Abby Stets,,,,2018,MIAC,0,0,0,D3,400m,,,,
Hannah Sankey,,,,2018,MIAC,0,0,0,D3,400m,,,,
AddieKay Johnson,,,,2018,MIAC,0,0,0,D3,400m,,,,
Mallory Adamson,,,,2018,MIAC,0,0,0,D3,400m,,,,
Johanna Glaaser,,,,2018,MIAC,0,0,0,D3,400m,,,,
Katie Elstad,,,,2018,MIAC,0,0,0,D3,400m,,,,
Kelly Klingelhutz,,,,2018,MIAC,0,0,0,D3,400m,,,,
Lily Anderson,,,,2018,MIAC,0,0,0,D3,400m,,,,
Lily Schlieman,,,,2018,MIAC,0,0,0,D3,400m,,,,
Matilda McFerson,,,,2018,MIAC,0,0,0,D3,400m,,,,
Keely Smith,,,,2018,MIAC,0,0,0,D3,400m,,,,
Karissa Gregory,,,,2018,MIAC,0,0,0,D3,400m,,,,
Kaitlyn Page,,,,2018,MIAC,0,0,0,D3,400m,,,,
Morgan Dammann,,,,2018,MIAC,0,0,0,D3,400m,,,,
Paige Cater,,,,2018,MIAC,0,0,0,D3,400m,,,,
Josie Herrmann,,,,2018,MIAC,0,0,0,D3,400m,,,,
Elsa Sandeno,,,,2018,MIAC,0,0,0,D3,400m,,,,
Megan Hill,,,,2018,MIAC,0,0,0,D3,400m,,,,
Kristy Dellwo,,,,2018,MIAC,0,0,0,D3,400m,,,,
Nadia Mezic,,,,2018,MIAC,0,0,0,D3,400m,,,,
Elizabeth Axberg,,,,2018,MIAC,0,0,0,D3,400m,,,,
Emma Thomley,,,,2018,MIAC,0,0,0,D3,400m,,,,
Anna Smith,,,,2018,MIAC,0,0,0,D3,400m,,,,
Ali Glassbrenner,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Jordan Lutz,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Meg Mathison,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Annika Halverson,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Emily Kaegi,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Jenny Walz,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Carmen Garson-Shumway,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Tierney Winter,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Amanda Mosborg,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Helen Dolan,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Helen Schuda,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Marietta Geist,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Claudia Lundgren,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Kathrene Garcia,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Jena Moody,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Natalie Marsh,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Briana Paulsen,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Abby Sharer,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Fiona Casey,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Meg Griffin,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Megan Gossfeld,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Maria West,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Lisa Fisher,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Lydia Hayes,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Anna Kroll,,,,2018,MIAC,0,0,0,D3,1500m,,,,
Delia Labatt,,,,2019,MIAC,1,0,0,D3,400m,,,,
Phoebe Aguiar,,,,2019,MIAC,0,0,0,D3,400m,,,,
Johanna Glaaser,,,,2019,MIAC,1,0,0,D3,400m,,,,
AddieKay Johnson,,,,2019,MIAC,0,0,0,D3,400m,,,,
Makenna Ash,,,,2019,MIAC,1,0,0,D3,400m,,,,
Hannah Sankey,,,,2019,MIAC,0,0,0,D3,400m,,,,
Sara Moen,,,,2019,MIAC,0,0,0,D3,400m,,,,
Emma Thomley,,,,2019,MIAC,0,0,0,D3,400m,,,,
Lily Schlieman,,,,2019,MIAC,0,0,0,D3,400m,,,,
Mallory Adamson,,,,2019,MIAC,0,0,0,D3,400m,,,,
Grace McGuire,,,,2019,MIAC,0,0,0,D3,400m,,,,
Kelly Klingelhutz,,,,2019,MIAC,0,0,0,D3,400m,,,,
Anna Smith,,,,2019,MIAC,0,0,0,D3,400m,,,,
Sydney Klausler,,,,2019,MIAC,0,0,0,D3,400m,,,,
Elsa Sandeno,,,,2019,MIAC,0,0,0,D3,400m,,,,
Megan Hill,,,,2019,MIAC,0,0,0,D3,400m,,,,
Jena Hauch,,,,2019,MIAC,0,0,0,D3,400m,,,,
Ashlyn Arett,,,,2019,MIAC,0,0,0,D3,400m,,,,
Quinn O'Connor,,,,2019,MIAC,0,0,0,D3,400m,,,,
Lily Anderson,,,,2019,MIAC,0,0,0,D3,400m,,,,
Laura Mitch,,,,2019,MIAC,0,0,0,D3,400m,,,,
Casey Krasowski,,,,2019,MIAC,0,0,0,D3,400m,,,,
Chanel Anderson-Manning,,,,2019,MIAC,0,0,0,D3,400m,,,,
Juliette Martin,,,,2019,MIAC,0,0,0,D3,400m,,,,
Tyana Loiselle,,,,2019,MIAC,0,0,0,D3,400m,,,,
Ellen Mickelson,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Kourtney Kulseth,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Helen Dolan,,,,2019,MIAC,1,0,0,D3,1500m,,,,
Tierney Winter,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Martha Hubell,,,,2019,MIAC,1,0,0,D3,1500m,,,,
Carly Scheuerman,,,,2019,MIAC,1,0,0,D3,1500m,,,,
Amanda Mosborg,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Natalie Marsh,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Josie Herrmann,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Riley McMahon,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Marietta Geist,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Abby Goff,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Anna Kroll,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Morgan Pierce,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Grace Cole,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Alexandra Maddux,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Olivia Moll,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Lisa Fisher,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Elizabeth Zimmerman,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Madeline Dopp,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Rasmussen Hudson,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Samantha Schnirring,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Taylor Santangelo,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Sara Ness,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Lena Stern,,,,2019,MIAC,0,0,0,D3,1500m,,,,
Kate McCluskey,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Megan Powell,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Morgan Hallow,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Jenny Aguiar,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Taylor DePalo,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Ananya Subrahmanian,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Davis Collison,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Catherine Berry,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Julia Gake,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Sophia Friedman,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Imani Boggan,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Rachel Leonard,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Lucy Lang,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Alicia Palmer,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Summer-Solstice Thomas,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Allegra Fils-Aime,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Katie Lazur,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Kai Milici,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Emma Buckley,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Sydney McKiernan,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Kate Holly,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Marie Steiner,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Langley Dunn,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Angela Wunderlich,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Julia Cella,,,,2018,NESCAC,0,0,0,D3,400m,,,,
Sarah Kelley,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Brianna Bourne,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Katie Glew,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Brittany Bowman,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Sarah Gayer,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Caroline Shipley,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Tasha Greene,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Rhemi Toth,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Abigail Nadler,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Stella Worters,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Anna Barnes,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Leonie Rauls,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Eliza Matt,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Audrey Rustad,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Katherine Cook,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Anna Harleen,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Kate MacCary,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Read Allen,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Christina Scartelli,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Anna Passannante,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Hannah Springhorn,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Julia Mitchell,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Anna Willig,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Hanna Jerome,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Caitlin Lawlor,,,,2018,NESCAC,0,0,0,D3,1500m,,,,
Morgan Hallow,,,,2019,NESCAC,0,1,0,D3,400m,,,,
Rachel Leonard,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Jenny Aguiar,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Megan Powell,,,,2019,NESCAC,1,0,0,D3,400m,,,,
Ella Dunn,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Catherine Berry,,,,2019,NESCAC,1,0,0,D3,400m,,,,
Ayden Eickhoff,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Julia Gake,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Gretchen McGrath,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Cassidy Kearney,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Davis Collison,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Emma Beane,,,,2019,NESCAC,1,0,0,D3,400m,,,,
Hannah Neilon,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Ava O'Mara,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Juanita Jaramillo,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Annah Rossvall,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Sophia Friedman,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Anna Madden,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Lucy Lang,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Sophie Matt,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Ellie Ebby,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Katie Lazur,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Luana Machado,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Anna Barnes,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Julia Asin,,,,2019,NESCAC,0,0,0,D3,400m,,,,
Ayden Eickhoff,,,,2019,NESCAC,1,1,0,D3,1500m,,,,
Anna Passannante,,,,2019,NESCAC,1,1,0,D3,1500m,,,,
Abigail Nadler,,,,2019,NESCAC,1,1,0,D3,1500m,,,,
Christina Scartelli,,,,2019,NESCAC,0,1,0,D3,1500m,,,,
Tasha Greene,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Caroline Shipley,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Katie Glew,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Anna Barnes,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Cassidy Kearney,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Kelsey Tierney,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Rory Kelly,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Kate MacCary,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Julia Mitchell,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Brianna Bourne,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Rhemi Toth,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Julia O'Rourke,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Sarah Gayer,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Rhoen Fiutak,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Meg Wilson,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Audrey Rustad,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Helen Chavey,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Vanessa Paolella,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
De Montes,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Abigael Osmanski,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Delaney Bullock,,,,2019,NESCAC,0,0,0,D3,1500m,,,,
Anna Beck,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Charleen Theroux,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Adora Lawrence,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Katie Nugent,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Kristen Frombach,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Sydney Packard,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Taylor Teed,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Maeve Roach,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Ashlee Johnson,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
Briana Gausland,,,,2018,NEWMAC,0,0,0,D3,400m,,,,
